rank,result
15087,03:55:51
15088,03:55:51
15089,03:55:51
15090,03:55:51
15091,03:55:51
15092,03:55:52
15093,03:55:52
15094,03:55:52
15095,03:55:52
15096,03:55:52
15097,03:55:53
15098,03:55:53
15099,03:55:53
15100,03:55:53
15101,03:55:53
15102,03:55:53
15103,03:55:54
15104,03:55:54
15105,03:55:54
15106,03:55:55
15107,03:55:55
15108,03:55:55
15109,03:55:55
15110,03:55:55
15111,03:55:55
15112,03:55:55
15113,03:55:55
15114,03:55:56
15115,03:55:56
15116,03:55:56
15117,03:55:56
15118,03:55:56
15119,03:55:56
15120,03:55:56
15121,03:55:56
15122,03:55:56
15123,03:55:56
15124,03:55:56
15125,03:55:57
15126,03:55:57
15127,03:55:57
15128,03:55:57
15129,03:55:57
15130,03:55:57
15131,03:55:57
15132,03:55:57
15133,03:55:57
15134,03:55:57
15135,03:55:57
15136,03:55:57
15137,03:55:58
15138,03:55:58
15139,03:55:58
15140,03:55:58
15141,03:55:58
15142,03:55:58
15143,03:55:58
15144,03:55:58
15145,03:55:58
15146,03:55:59
15147,03:55:59
15148,03:55:59
15149,03:55:59
15150,03:55:59
15151,03:55:59
15152,03:55:59
15153,03:55:59
15154,03:55:59
15155,03:56:00
15156,03:56:00
15157,03:56:00
15158,03:56:00
15159,03:56:01
15160,03:56:01
15161,03:56:02
15162,03:56:02
15163,03:56:02
15164,03:56:02
15165,03:56:02
15166,03:56:02
15167,03:56:02
15168,03:56:03
15169,03:56:03
15170,03:56:03
15171,03:56:03
15172,03:56:03
15173,03:56:03
15174,03:56:03
15175,03:56:04
15176,03:56:04
15177,03:56:05
15178,03:56:05
15179,03:56:05
15180,03:56:05
15181,03:56:05
15182,03:56:05
15183,03:56:05
15184,03:56:05
15185,03:56:05
15186,03:56:05
15187,03:56:06
15188,03:56:06
15189,03:56:06
15190,03:56:06
15191,03:56:06
15192,03:56:06
15193,03:56:06
15194,03:56:07
15195,03:56:07
15196,03:56:07
15197,03:56:07
15198,03:56:08
15199,03:56:08
15200,03:56:08
15201,03:56:08
15202,03:56:08
15203,03:56:09
15204,03:56:09
15205,03:56:09
15206,03:56:09
15207,03:56:09
15208,03:56:10
15209,03:56:10
15210,03:56:10
15211,03:56:10
15212,03:56:10
15213,03:56:10
15214,03:56:10
15215,03:56:10
15216,03:56:10
15217,03:56:10
15218,03:56:10
15219,03:56:11
15220,03:56:11
15221,03:56:11
15222,03:56:11
15223,03:56:11
15224,03:56:11
15225,03:56:11
15226,03:56:12
15227,03:56:12
15228,03:56:12
15229,03:56:12
15230,03:56:13
15231,03:56:13
15232,03:56:13
15233,03:56:13
15234,03:56:14
15235,03:56:14
15236,03:56:14
15237,03:56:14
15238,03:56:14
15239,03:56:14
15240,03:56:14
15241,03:56:14
15242,03:56:14
15243,03:56:15
15244,03:56:15
15245,03:56:15
15246,03:56:15
15247,03:56:15
15248,03:56:16
15249,03:56:16
15250,03:56:16
15251,03:56:16
15252,03:56:16
15253,03:56:16
15254,03:56:16
15255,03:56:16
15256,03:56:16
15257,03:56:16
15258,03:56:16
15259,03:56:17
15260,03:56:17
15261,03:56:17
15262,03:56:17
15263,03:56:17
15264,03:56:18
15265,03:56:18
15266,03:56:18
15267,03:56:18
15268,03:56:18
15269,03:56:18
15270,03:56:18
15271,03:56:18
15272,03:56:19
15273,03:56:19
15274,03:56:19
15275,03:56:19
15276,03:56:19
15277,03:56:19
15278,03:56:19
15279,03:56:19
15280,03:56:19
15281,03:56:19
15282,03:56:19
15283,03:56:20
15284,03:56:20
15285,03:56:20
15286,03:56:20
15287,03:56:20
15288,03:56:20
15289,03:56:20
15290,03:56:20
15291,03:56:20
15292,03:56:21
15293,03:56:21
15294,03:56:21
15295,03:56:21
15296,03:56:21
15297,03:56:21
15298,03:56:21
15299,03:56:21
15300,03:56:21
15301,03:56:22
15302,03:56:22
15303,03:56:22
15304,03:56:22
15305,03:56:22
15306,03:56:22
15307,03:56:22
15308,03:56:22
15309,03:56:23
15310,03:56:23
15311,03:56:23
15312,03:56:23
15313,03:56:23
15314,03:56:23
15315,03:56:23
15316,03:56:23
15317,03:56:24
15318,03:56:24
15319,03:56:24
15320,03:56:24
15321,03:56:24
15322,03:56:25
15323,03:56:25
15324,03:56:25
15325,03:56:25
15326,03:56:25
15327,03:56:25
15328,03:56:25
15329,03:56:26
15330,03:56:26
15331,03:56:26
15332,03:56:26
15333,03:56:26
15334,03:56:26
15335,03:56:26
15336,03:56:26
15337,03:56:27
15338,03:56:27
15339,03:56:27
15340,03:56:27
15341,03:56:27
15342,03:56:27
15343,03:56:28
15344,03:56:28
15345,03:56:28
15346,03:56:28
15347,03:56:28
15348,03:56:28
15349,03:56:28
15350,03:56:28
15351,03:56:28
15352,03:56:28
15353,03:56:29
15354,03:56:30
15355,03:56:30
15356,03:56:31
15357,03:56:31
15358,03:56:31
15359,03:56:31
15360,03:56:31
15361,03:56:31
15362,03:56:31
15363,03:56:32
15364,03:56:32
15365,03:56:32
15366,03:56:32
15367,03:56:33
15368,03:56:33
15369,03:56:33
15370,03:56:33
15371,03:56:33
15372,03:56:33
15373,03:56:33
15374,03:56:33
15375,03:56:33
15376,03:56:34
15377,03:56:34
15378,03:56:34
15379,03:56:34
15380,03:56:35
15381,03:56:35
15382,03:56:35
15383,03:56:35
15384,03:56:35
15385,03:56:35
15386,03:56:35
15387,03:56:35
15388,03:56:35
15389,03:56:35
15390,03:56:35
15391,03:56:36
15392,03:56:36
15393,03:56:36
15394,03:56:36
15395,03:56:36
15396,03:56:36
15397,03:56:37
15398,03:56:37
15399,03:56:37
15400,03:56:37
15401,03:56:37
15402,03:56:37
15403,03:56:38
15404,03:56:38
15405,03:56:38
15406,03:56:38
15407,03:56:38
15408,03:56:38
15409,03:56:38
15410,03:56:38
15411,03:56:39
15412,03:56:39
15413,03:56:39
15414,03:56:39
15415,03:56:39
15416,03:56:39
15417,03:56:39
15418,03:56:39
15419,03:56:39
15420,03:56:39
15421,03:56:40
15422,03:56:40
15423,03:56:40
15424,03:56:40
15425,03:56:40
15426,03:56:40
15427,03:56:40
15428,03:56:40
15429,03:56:41
15430,03:56:41
15431,03:56:41
15432,03:56:41
15433,03:56:41
15434,03:56:42
15435,03:56:42
15436,03:56:42
15437,03:56:42
15438,03:56:43
15439,03:56:43
15440,03:56:43
15441,03:56:43
15442,03:56:43
15443,03:56:43
15444,03:56:43
15445,03:56:44
15446,03:56:44
15447,03:56:44
15448,03:56:44
15449,03:56:45
15450,03:56:45
15451,03:56:45
15452,03:56:45
15453,03:56:45
15454,03:56:45
15455,03:56:45
15456,03:56:46
15457,03:56:46
15458,03:56:46
15459,03:56:46
15460,03:56:46
15461,03:56:46
15462,03:56:46
15463,03:56:47
15464,03:56:47
15465,03:56:47
15466,03:56:47
15467,03:56:47
15468,03:56:47
15469,03:56:47
15470,03:56:47
15471,03:56:47
15472,03:56:47
15473,03:56:48
15474,03:56:48
15475,03:56:48
15476,03:56:48
15477,03:56:48
15478,03:56:48
15479,03:56:49
15480,03:56:49
15481,03:56:49
15482,03:56:49
15483,03:56:49
15484,03:56:50
15485,03:56:50
15486,03:56:50
15487,03:56:50
15488,03:56:50
15489,03:56:50
15490,03:56:51
15491,03:56:51
15492,03:56:51
15493,03:56:51
15494,03:56:51
15495,03:56:51
15496,03:56:51
15497,03:56:51
15498,03:56:52
15499,03:56:52
15500,03:56:52
15501,03:56:52
15502,03:56:52
15503,03:56:52
15504,03:56:52
15505,03:56:52
15506,03:56:53
15507,03:56:53
15508,03:56:53
15509,03:56:53
15510,03:56:53
15511,03:56:53
15512,03:56:53
15513,03:56:54
15514,03:56:54
15515,03:56:55
15516,03:56:55
15517,03:56:55
15518,03:56:55
15519,03:56:56
15520,03:56:56
15521,03:56:56
15522,03:56:56
15523,03:56:56
15524,03:56:56
15525,03:56:57
15526,03:56:57
15527,03:56:57
15528,03:56:57
15529,03:56:57
15530,03:56:57
15531,03:56:58
15532,03:56:58
15533,03:56:58
15534,03:56:58
15535,03:56:58
15536,03:56:58
15537,03:56:59
15538,03:56:59
15539,03:56:59
15540,03:56:59
15541,03:56:59
15542,03:56:59
15543,03:57:00
15544,03:57:00
15545,03:57:00
15546,03:57:00
15547,03:57:00
15548,03:57:00
15549,03:57:00
15550,03:57:00
15551,03:57:00
15552,03:57:01
15553,03:57:01
15554,03:57:01
15555,03:57:01
15556,03:57:02
15557,03:57:02
15558,03:57:02
15559,03:57:03
15560,03:57:03
15561,03:57:03
15562,03:57:03
15563,03:57:03
15564,03:57:03
15565,03:57:04
15566,03:57:04
15567,03:57:04
15568,03:57:05
15569,03:57:05
15570,03:57:05
15571,03:57:05
15572,03:57:06
15573,03:57:06
15574,03:57:06
15575,03:57:06
15576,03:57:06
15577,03:57:06
15578,03:57:06
15579,03:57:07
15580,03:57:07
15581,03:57:07
15582,03:57:07
15583,03:57:07
15584,03:57:07
15585,03:57:08
15586,03:57:08
15587,03:57:08
15588,03:57:08
15589,03:57:08
15590,03:57:08
15591,03:57:08
15592,03:57:08
15593,03:57:08
15594,03:57:09
15595,03:57:09
15596,03:57:09
15597,03:57:09
15598,03:57:09
15599,03:57:09
15600,03:57:09
15601,03:57:09
15602,03:57:09
15603,03:57:09
15604,03:57:10
15605,03:57:10
15606,03:57:10
15607,03:57:10
15608,03:57:10
15609,03:57:10
15610,03:57:10
15611,03:57:10
15612,03:57:11
15613,03:57:11
15614,03:57:11
15615,03:57:11
15616,03:57:12
15617,03:57:12
15618,03:57:12
15619,03:57:12
15620,03:57:12
15621,03:57:12
15622,03:57:12
15623,03:57:12
15624,03:57:12
15625,03:57:13
15626,03:57:13
15627,03:57:13
15628,03:57:13
15629,03:57:13
15630,03:57:13
15631,03:57:13
15632,03:57:14
15633,03:57:14
15634,03:57:14
15635,03:57:14
15636,03:57:14
15637,03:57:14
15638,03:57:14
15639,03:57:14
15640,03:57:14
15641,03:57:14
15642,03:57:15
15643,03:57:15
15644,03:57:15
15645,03:57:15
15646,03:57:15
15647,03:57:15
15648,03:57:15
15649,03:57:15
15650,03:57:15
15651,03:57:15
15652,03:57:15
15653,03:57:16
15654,03:57:16
15655,03:57:16
15656,03:57:16
15657,03:57:16
15658,03:57:16
15659,03:57:16
15660,03:57:17
15661,03:57:17
15662,03:57:18
15663,03:57:18
15664,03:57:18
15665,03:57:18
15666,03:57:18
15667,03:57:18
15668,03:57:18
15669,03:57:18
15670,03:57:18
15671,03:57:18
15672,03:57:18
15673,03:57:19
15674,03:57:19
15675,03:57:19
15676,03:57:19
15677,03:57:20
15678,03:57:20
15679,03:57:20
15680,03:57:20
15681,03:57:20
15682,03:57:20
15683,03:57:21
15684,03:57:21
15685,03:57:21
15686,03:57:21
15687,03:57:21
15688,03:57:22
15689,03:57:22
15690,03:57:22
15691,03:57:22
15692,03:57:22
15693,03:57:22
15694,03:57:22
15695,03:57:22
15696,03:57:23
15697,03:57:23
15698,03:57:23
15699,03:57:23
15700,03:57:23
15701,03:57:23
15702,03:57:24
15703,03:57:24
15704,03:57:24
15705,03:57:24
15706,03:57:24
15707,03:57:24
15708,03:57:24
15709,03:57:24
15710,03:57:24
15711,03:57:24
15712,03:57:25
15713,03:57:25
15714,03:57:25
15715,03:57:25
15716,03:57:25
15717,03:57:25
15718,03:57:25
15719,03:57:25
15720,03:57:25
15721,03:57:26
15722,03:57:26
15723,03:57:26
15724,03:57:26
15725,03:57:26
15726,03:57:27
15727,03:57:27
15728,03:57:27
15729,03:57:27
15730,03:57:27
15731,03:57:27
15732,03:57:27
15733,03:57:27
15734,03:57:27
15735,03:57:28
15736,03:57:28
15737,03:57:28
15738,03:57:28
15739,03:57:28
15740,03:57:29
15741,03:57:29
15742,03:57:29
15743,03:57:29
15744,03:57:30
15745,03:57:30
15746,03:57:30
15747,03:57:30
15748,03:57:30
15749,03:57:30
15750,03:57:31
15751,03:57:31
15752,03:57:31
15753,03:57:31
15754,03:57:32
15755,03:57:32
15756,03:57:32
15757,03:57:32
15758,03:57:32
15759,03:57:32
15760,03:57:33
15761,03:57:33
15762,03:57:33
15763,03:57:33
15764,03:57:33
15765,03:57:33
15766,03:57:33
15767,03:57:33
15768,03:57:33
15769,03:57:33
15770,03:57:33
15771,03:57:34
15772,03:57:34
15773,03:57:34
15774,03:57:34
15775,03:57:34
15776,03:57:34
15777,03:57:34
15778,03:57:34
15779,03:57:34
15780,03:57:35
15781,03:57:35
15782,03:57:35
15783,03:57:35
15784,03:57:35
15785,03:57:35
15786,03:57:36
15787,03:57:36
15788,03:57:36
15789,03:57:36
15790,03:57:36
15791,03:57:36
15792,03:57:36
15793,03:57:36
15794,03:57:36
15795,03:57:36
15796,03:57:36
15797,03:57:36
15798,03:57:37
15799,03:57:37
15800,03:57:37
15801,03:57:37
15802,03:57:37
15803,03:57:38
15804,03:57:38
15805,03:57:38
15806,03:57:38
15807,03:57:38
15808,03:57:38
15809,03:57:38
15810,03:57:38
15811,03:57:38
15812,03:57:38
15813,03:57:39
15814,03:57:39
15815,03:57:39
15816,03:57:39
15817,03:57:39
15818,03:57:39
15819,03:57:39
15820,03:57:39
15821,03:57:40
15822,03:57:40
15823,03:57:40
15824,03:57:40
15825,03:57:40
15826,03:57:41
15827,03:57:41
15828,03:57:41
15829,03:57:41
15830,03:57:41
15831,03:57:41
15832,03:57:41
15833,03:57:41
15834,03:57:41
15835,03:57:41
15836,03:57:42
15837,03:57:42
15838,03:57:42
15839,03:57:42
15840,03:57:42
15841,03:57:42
15842,03:57:42
15843,03:57:42
15844,03:57:42
15845,03:57:42
15846,03:57:42
15847,03:57:42
15848,03:57:43
15849,03:57:43
15850,03:57:43
15851,03:57:43
15852,03:57:43
15853,03:57:43
15854,03:57:43
15855,03:57:43
15856,03:57:43
15857,03:57:43
15858,03:57:43
15859,03:57:44
15860,03:57:45
15861,03:57:45
15862,03:57:45
15863,03:57:45
15864,03:57:45
15865,03:57:45
15866,03:57:45
15867,03:57:45
15868,03:57:45
15869,03:57:45
15870,03:57:45
15871,03:57:46
15872,03:57:46
15873,03:57:46
15874,03:57:46
15875,03:57:46
15876,03:57:46
15877,03:57:46
15878,03:57:46
15879,03:57:46
15880,03:57:46
15881,03:57:46
15882,03:57:46
15883,03:57:46
15884,03:57:46
15885,03:57:47
15886,03:57:47
15887,03:57:47
15888,03:57:48
15889,03:57:48
15890,03:57:48
15891,03:57:48
15892,03:57:49
15893,03:57:49
15894,03:57:49
15895,03:57:49
15896,03:57:49
15897,03:57:49
15898,03:57:49
15899,03:57:49
15900,03:57:49
15901,03:57:50
15902,03:57:50
15903,03:57:50
15904,03:57:50
15905,03:57:50
15906,03:57:50
15907,03:57:50
15908,03:57:51
15909,03:57:51
15910,03:57:51
15911,03:57:51
15912,03:57:51
15913,03:57:51
15914,03:57:51
15915,03:57:51
15916,03:57:51
15917,03:57:51
15918,03:57:52
15919,03:57:52
15920,03:57:52
15921,03:57:52
15922,03:57:52
15923,03:57:52
15924,03:57:53
15925,03:57:53
15926,03:57:53
15927,03:57:53
15928,03:57:53
15929,03:57:53
15930,03:57:53
15931,03:57:53
15932,03:57:54
15933,03:57:54
15934,03:57:54
15935,03:57:54
15936,03:57:54
15937,03:57:54
15938,03:57:54
15939,03:57:54
15940,03:57:54
15941,03:57:54
15942,03:57:55
15943,03:57:55
15944,03:57:55
15945,03:57:55
15946,03:57:55
15947,03:57:55
15948,03:57:55
15949,03:57:55
15950,03:57:55
15951,03:57:55
15952,03:57:56
15953,03:57:56
15954,03:57:56
15955,03:57:56
15956,03:57:56
15957,03:57:56
15958,03:57:56
15959,03:57:56
15960,03:57:57
15961,03:57:57
15962,03:57:57
15963,03:57:57
15964,03:57:57
15965,03:57:57
15966,03:57:57
15967,03:57:57
15968,03:57:57
15969,03:57:57
15970,03:57:57
15971,03:57:58
15972,03:57:58
15973,03:57:58
15974,03:57:58
15975,03:57:58
15976,03:57:58
15977,03:57:58
15978,03:57:58
15979,03:57:58
15980,03:57:58
15981,03:57:59
15982,03:57:59
15983,03:57:59
15984,03:57:59
15985,03:58:00
15986,03:58:00
15987,03:58:00
15988,03:58:00
15989,03:58:00
15990,03:58:00
15991,03:58:00
15992,03:58:01
15993,03:58:01
15994,03:58:01
15995,03:58:01
15996,03:58:01
15997,03:58:02
15998,03:58:02
15999,03:58:02
16000,03:58:02
16001,03:58:02
16002,03:58:02
16003,03:58:02
16004,03:58:02
16005,03:58:02
16006,03:58:03
16007,03:58:03
16008,03:58:03
16009,03:58:03
16010,03:58:03
16011,03:58:04
16012,03:58:04
16013,03:58:04
16014,03:58:04
16015,03:58:05
16016,03:58:05
16017,03:58:05
16018,03:58:06
16019,03:58:06
16020,03:58:06
16021,03:58:06
16022,03:58:06
16023,03:58:06
16024,03:58:06
16025,03:58:06
16026,03:58:06
16027,03:58:07
16028,03:58:07
16029,03:58:07
16030,03:58:07
16031,03:58:07
16032,03:58:07
16033,03:58:08
16034,03:58:08
16035,03:58:08
16036,03:58:08
16037,03:58:08
16038,03:58:08
16039,03:58:08
16040,03:58:09
16041,03:58:09
16042,03:58:09
16043,03:58:10
16044,03:58:10
16045,03:58:10
16046,03:58:10
16047,03:58:10
16048,03:58:11
16049,03:58:11
16050,03:58:11
16051,03:58:12
16052,03:58:12
16053,03:58:12
16054,03:58:12
16055,03:58:12
16056,03:58:13
16057,03:58:13
16058,03:58:13
16059,03:58:13
16060,03:58:13
16061,03:58:13
16062,03:58:13
16063,03:58:13
16064,03:58:14
16065,03:58:14
16066,03:58:14
16067,03:58:14
16068,03:58:15
16069,03:58:15
16070,03:58:15
16071,03:58:15
16072,03:58:15
16073,03:58:16
16074,03:58:16
16075,03:58:16
16076,03:58:16
16077,03:58:16
16078,03:58:16
16079,03:58:16
16080,03:58:16
16081,03:58:16
16082,03:58:17
16083,03:58:17
16084,03:58:17
16085,03:58:17
16086,03:58:17
16087,03:58:17
16088,03:58:17
16089,03:58:17
16090,03:58:17
16091,03:58:17
16092,03:58:18
16093,03:58:18
16094,03:58:18
16095,03:58:18
16096,03:58:18
16097,03:58:18
16098,03:58:18
16099,03:58:19
16100,03:58:19
16101,03:58:19
16102,03:58:19
16103,03:58:19
16104,03:58:19
16105,03:58:19
16106,03:58:19
16107,03:58:19
16108,03:58:19
16109,03:58:19
16110,03:58:19
16111,03:58:19
16112,03:58:20
16113,03:58:20
16114,03:58:20
16115,03:58:20
16116,03:58:20
16117,03:58:20
16118,03:58:20
16119,03:58:20
16120,03:58:21
16121,03:58:21
16122,03:58:21
16123,03:58:22
16124,03:58:22
16125,03:58:23
16126,03:58:23
16127,03:58:23
16128,03:58:24
16129,03:58:24
16130,03:58:24
16131,03:58:24
16132,03:58:24
16133,03:58:24
16134,03:58:24
16135,03:58:24
16136,03:58:24
16137,03:58:24
16138,03:58:24
16139,03:58:25
16140,03:58:25
16141,03:58:25
16142,03:58:25
16143,03:58:25
16144,03:58:25
16145,03:58:26
16146,03:58:26
16147,03:58:26
16148,03:58:26
16149,03:58:26
16150,03:58:26
16151,03:58:26
16152,03:58:26
16153,03:58:26
16154,03:58:26
16155,03:58:26
16156,03:58:26
16157,03:58:27
16158,03:58:27
16159,03:58:27
16160,03:58:27
16161,03:58:27
16162,03:58:27
16163,03:58:27
16164,03:58:27
16165,03:58:27
16166,03:58:27
16167,03:58:27
16168,03:58:28
16169,03:58:28
16170,03:58:28
16171,03:58:28
16172,03:58:28
16173,03:58:28
16174,03:58:29
16175,03:58:29
16176,03:58:29
16177,03:58:29
16178,03:58:29
16179,03:58:29
16180,03:58:29
16181,03:58:29
16182,03:58:29
16183,03:58:30
16184,03:58:30
16185,03:58:30
16186,03:58:30
16187,03:58:30
16188,03:58:30
16189,03:58:30
16190,03:58:31
16191,03:58:31
16192,03:58:31
16193,03:58:31
16194,03:58:31
16195,03:58:31
16196,03:58:31
16197,03:58:31
16198,03:58:31
16199,03:58:31
16200,03:58:32
16201,03:58:32
16202,03:58:32
16203,03:58:32
16204,03:58:32
16205,03:58:32
16206,03:58:32
16207,03:58:32
16208,03:58:32
16209,03:58:32
16210,03:58:32
16211,03:58:32
16212,03:58:32
16213,03:58:33
16214,03:58:33
16215,03:58:33
16216,03:58:33
16217,03:58:33
16218,03:58:33
16219,03:58:33
16220,03:58:33
16221,03:58:34
16222,03:58:34
16223,03:58:34
16224,03:58:34
16225,03:58:34
16226,03:58:34
16227,03:58:35
16228,03:58:35
16229,03:58:35
16230,03:58:36
16231,03:58:36
16232,03:58:36
16233,03:58:36
16234,03:58:36
16235,03:58:36
16236,03:58:36
16237,03:58:36
16238,03:58:36
16239,03:58:36
16240,03:58:36
16241,03:58:36
16242,03:58:37
16243,03:58:37
16244,03:58:37
16245,03:58:37
16246,03:58:37
16247,03:58:37
16248,03:58:37
16249,03:58:38
16250,03:58:38
16251,03:58:38
16252,03:58:38
16253,03:58:38
16254,03:58:38
16255,03:58:38
16256,03:58:38
16257,03:58:38
16258,03:58:38
16259,03:58:38
16260,03:58:39
16261,03:58:39
16262,03:58:39
16263,03:58:39
16264,03:58:39
16265,03:58:39
16266,03:58:39
16267,03:58:39
16268,03:58:39
16269,03:58:39
16270,03:58:39
16271,03:58:40
16272,03:58:40
16273,03:58:40
16274,03:58:40
16275,03:58:40
16276,03:58:40
16277,03:58:40
16278,03:58:40
16279,03:58:40
16280,03:58:40
16281,03:58:40
16282,03:58:41
16283,03:58:41
16284,03:58:41
16285,03:58:41
16286,03:58:41
16287,03:58:41
16288,03:58:41
16289,03:58:41
16290,03:58:41
16291,03:58:42
16292,03:58:42
16293,03:58:42
16294,03:58:42
16295,03:58:43
16296,03:58:43
16297,03:58:43
16298,03:58:43
16299,03:58:43
16300,03:58:43
16301,03:58:43
16302,03:58:43
16303,03:58:44
16304,03:58:44
16305,03:58:44
16306,03:58:44
16307,03:58:44
16308,03:58:44
16309,03:58:44
16310,03:58:44
16311,03:58:44
16312,03:58:44
16313,03:58:44
16314,03:58:45
16315,03:58:45
16316,03:58:45
16317,03:58:45
16318,03:58:46
16319,03:58:46
16320,03:58:46
16321,03:58:46
16322,03:58:46
16323,03:58:46
16324,03:58:46
16325,03:58:46
16326,03:58:46
16327,03:58:46
16328,03:58:46
16329,03:58:46
16330,03:58:46
16331,03:58:46
16332,03:58:46
16333,03:58:46
16334,03:58:47
16335,03:58:47
16336,03:58:47
16337,03:58:47
16338,03:58:48
16339,03:58:48
16340,03:58:48
16341,03:58:48
16342,03:58:48
16343,03:58:48
16344,03:58:48
16345,03:58:48
16346,03:58:48
16347,03:58:49
16348,03:58:49
16349,03:58:49
16350,03:58:49
16351,03:58:49
16352,03:58:49
16353,03:58:50
16354,03:58:50
16355,03:58:50
16356,03:58:50
16357,03:58:50
16358,03:58:51
16359,03:58:51
16360,03:58:51
16361,03:58:51
16362,03:58:51
16363,03:58:51
16364,03:58:51
16365,03:58:51
16366,03:58:51
16367,03:58:51
16368,03:58:52
16369,03:58:52
16370,03:58:52
16371,03:58:52
16372,03:58:52
16373,03:58:52
16374,03:58:52
16375,03:58:52
16376,03:58:53
16377,03:58:53
16378,03:58:53
16379,03:58:53
16380,03:58:53
16381,03:58:53
16382,03:58:53
16383,03:58:54
16384,03:58:54
16385,03:58:54
16386,03:58:54
16387,03:58:54
16388,03:58:54
16389,03:58:54
16390,03:58:55
16391,03:58:55
16392,03:58:55
16393,03:58:55
16394,03:58:55
16395,03:58:55
16396,03:58:55
16397,03:58:55
16398,03:58:55
16399,03:58:55
16400,03:58:55
16401,03:58:56
16402,03:58:56
16403,03:58:56
16404,03:58:56
16405,03:58:56
16406,03:58:56
16407,03:58:56
16408,03:58:56
16409,03:58:56
16410,03:58:56
16411,03:58:56
16412,03:58:57
16413,03:58:57
16414,03:58:57
16415,03:58:57
16416,03:58:57
16417,03:58:57
16418,03:58:58
16419,03:58:58
16420,03:58:58
16421,03:58:58
16422,03:58:58
16423,03:58:58
16424,03:58:58
16425,03:58:58
16426,03:58:59
16427,03:58:59
16428,03:58:59
16429,03:58:59
16430,03:58:59
16431,03:58:59
16432,03:59:00
16433,03:59:00
16434,03:59:00
16435,03:59:00
16436,03:59:00
16437,03:59:00
16438,03:59:00
16439,03:59:00
16440,03:59:00
16441,03:59:01
16442,03:59:01
16443,03:59:01
16444,03:59:01
16445,03:59:01
16446,03:59:01
16447,03:59:01
16448,03:59:01
16449,03:59:02
16450,03:59:02
16451,03:59:02
16452,03:59:02
16453,03:59:02
16454,03:59:02
16455,03:59:03
16456,03:59:03
16457,03:59:03
16458,03:59:03
16459,03:59:03
16460,03:59:03
16461,03:59:03
16462,03:59:04
16463,03:59:04
16464,03:59:04
16465,03:59:04
16466,03:59:04
16467,03:59:04
16468,03:59:04
16469,03:59:04
16470,03:59:04
16471,03:59:04
16472,03:59:05
16473,03:59:05
16474,03:59:05
16475,03:59:05
16476,03:59:05
16477,03:59:05
16478,03:59:06
16479,03:59:06
16480,03:59:06
16481,03:59:06
16482,03:59:07
16483,03:59:07
16484,03:59:07
16485,03:59:07
16486,03:59:07
16487,03:59:07
16488,03:59:07
16489,03:59:08
16490,03:59:08
16491,03:59:08
16492,03:59:08
16493,03:59:08
16494,03:59:08
16495,03:59:08
16496,03:59:09
16497,03:59:09
16498,03:59:09
16499,03:59:09
16500,03:59:09
16501,03:59:09
16502,03:59:09
16503,03:59:09
16504,03:59:10
16505,03:59:10
16506,03:59:10
16507,03:59:10
16508,03:59:11
16509,03:59:11
16510,03:59:11
16511,03:59:11
16512,03:59:11
16513,03:59:11
16514,03:59:12
16515,03:59:12
16516,03:59:12
16517,03:59:12
16518,03:59:12
16519,03:59:13
16520,03:59:13
16521,03:59:13
16522,03:59:13
16523,03:59:13
16524,03:59:13
16525,03:59:14
16526,03:59:14
16527,03:59:14
16528,03:59:14
16529,03:59:14
16530,03:59:14
16531,03:59:14
16532,03:59:15
16533,03:59:15
16534,03:59:15
16535,03:59:15
16536,03:59:15
16537,03:59:15
16538,03:59:15
16539,03:59:15
16540,03:59:15
16541,03:59:16
16542,03:59:16
16543,03:59:16
16544,03:59:16
16545,03:59:16
16546,03:59:17
16547,03:59:17
16548,03:59:17
16549,03:59:17
16550,03:59:17
16551,03:59:17
16552,03:59:17
16553,03:59:17
16554,03:59:17
16555,03:59:17
16556,03:59:17
16557,03:59:17
16558,03:59:18
16559,03:59:18
16560,03:59:18
16561,03:59:18
16562,03:59:18
16563,03:59:18
16564,03:59:18
16565,03:59:18
16566,03:59:19
16567,03:59:19
16568,03:59:19
16569,03:59:19
16570,03:59:19
16571,03:59:19
16572,03:59:19
16573,03:59:19
16574,03:59:19
16575,03:59:19
16576,03:59:20
16577,03:59:20
16578,03:59:20
16579,03:59:20
16580,03:59:20
16581,03:59:20
16582,03:59:21
16583,03:59:21
16584,03:59:21
16585,03:59:21
16586,03:59:21
16587,03:59:21
16588,03:59:21
16589,03:59:21
16590,03:59:22
16591,03:59:22
16592,03:59:22
16593,03:59:22
16594,03:59:22
16595,03:59:22
16596,03:59:22
16597,03:59:23
16598,03:59:23
16599,03:59:23
16600,03:59:23
16601,03:59:23
16602,03:59:23
16603,03:59:23
16604,03:59:23
16605,03:59:23
16606,03:59:23
16607,03:59:24
16608,03:59:24
16609,03:59:24
16610,03:59:24
16611,03:59:24
16612,03:59:24
16613,03:59:24
16614,03:59:25
16615,03:59:25
16616,03:59:25
16617,03:59:25
16618,03:59:25
16619,03:59:25
16620,03:59:25
16621,03:59:25
16622,03:59:25
16623,03:59:26
16624,03:59:26
16625,03:59:26
16626,03:59:26
16627,03:59:26
16628,03:59:26
16629,03:59:26
16630,03:59:27
16631,03:59:27
16632,03:59:27
16633,03:59:27
16634,03:59:27
16635,03:59:27
16636,03:59:27
16637,03:59:27
16638,03:59:28
16639,03:59:28
16640,03:59:28
16641,03:59:29
