rank,result
5955,03:27:17
5956,03:27:18
5957,03:27:18
5958,03:27:18
5959,03:27:18
5960,03:27:18
5961,03:27:19
5962,03:27:19
5963,03:27:19
5964,03:27:20
5965,03:27:20
5966,03:27:21
5967,03:27:21
5968,03:27:21
5969,03:27:21
5970,03:27:21
5971,03:27:22
5972,03:27:22
5973,03:27:22
5974,03:27:22
5975,03:27:23
5976,03:27:23
5977,03:27:23
5978,03:27:24
5979,03:27:24
5980,03:27:24
5981,03:27:24
5982,03:27:24
5983,03:27:24
5984,03:27:24
5985,03:27:25
5986,03:27:25
5987,03:27:25
5988,03:27:25
5989,03:27:25
5990,03:27:25
5991,03:27:25
5992,03:27:25
5993,03:27:25
5994,03:27:26
5995,03:27:26
5996,03:27:26
5997,03:27:26
5998,03:27:27
5999,03:27:27
6000,03:27:27
6001,03:27:28
6002,03:27:28
6003,03:27:28
6004,03:27:28
6005,03:27:28
6006,03:27:28
6007,03:27:28
6008,03:27:29
6009,03:27:29
6010,03:27:29
6011,03:27:29
6012,03:27:29
6013,03:27:29
6014,03:27:30
6015,03:27:30
6016,03:27:30
6017,03:27:30
6018,03:27:30
6019,03:27:30
6020,03:27:30
6021,03:27:30
6022,03:27:30
6023,03:27:30
6024,03:27:31
6025,03:27:31
6026,03:27:32
6027,03:27:32
6028,03:27:32
6029,03:27:32
6030,03:27:32
6031,03:27:32
6032,03:27:32
6033,03:27:32
6034,03:27:32
6035,03:27:33
6036,03:27:33
6037,03:27:33
6038,03:27:33
6039,03:27:33
6040,03:27:33
6041,03:27:34
6042,03:27:34
6043,03:27:34
6044,03:27:34
6045,03:27:34
6046,03:27:35
6047,03:27:35
6048,03:27:35
6049,03:27:36
6050,03:27:36
6051,03:27:36
6052,03:27:36
6053,03:27:37
6054,03:27:37
6055,03:27:37
6056,03:27:37
6057,03:27:37
6058,03:27:38
6059,03:27:38
6060,03:27:38
6061,03:27:38
6062,03:27:38
6063,03:27:38
6064,03:27:38
6065,03:27:38
6066,03:27:39
6067,03:27:39
6068,03:27:39
6069,03:27:39
6070,03:27:39
6071,03:27:40
6072,03:27:40
6073,03:27:41
6074,03:27:41
6075,03:27:41
6076,03:27:41
6077,03:27:41
6078,03:27:42
6079,03:27:42
6080,03:27:42
6081,03:27:43
6082,03:27:43
6083,03:27:43
6084,03:27:43
6085,03:27:44
6086,03:27:44
6087,03:27:44
6088,03:27:44
6089,03:27:44
6090,03:27:44
6091,03:27:44
6092,03:27:44
6093,03:27:44
6094,03:27:45
6095,03:27:45
6096,03:27:45
6097,03:27:45
6098,03:27:46
6099,03:27:46
6100,03:27:47
6101,03:27:47
6102,03:27:47
6103,03:27:47
6104,03:27:47
6105,03:27:47
6106,03:27:48
6107,03:27:48
6108,03:27:48
6109,03:27:48
6110,03:27:49
6111,03:27:49
6112,03:27:49
6113,03:27:49
6114,03:27:49
6115,03:27:49
6116,03:27:49
6117,03:27:49
6118,03:27:49
6119,03:27:49
6120,03:27:50
6121,03:27:50
6122,03:27:50
6123,03:27:50
6124,03:27:51
6125,03:27:51
6126,03:27:51
6127,03:27:51
6128,03:27:51
6129,03:27:52
6130,03:27:52
6131,03:27:52
6132,03:27:52
6133,03:27:53
6134,03:27:53
6135,03:27:53
6136,03:27:54
6137,03:27:54
6138,03:27:54
6139,03:27:54
6140,03:27:54
6141,03:27:54
6142,03:27:54
6143,03:27:54
6144,03:27:54
6145,03:27:54
6146,03:27:54
6147,03:27:55
6148,03:27:55
6149,03:27:55
6150,03:27:55
6151,03:27:55
6152,03:27:55
6153,03:27:55
6154,03:27:56
6155,03:27:56
6156,03:27:56
6157,03:27:56
6158,03:27:56
6159,03:27:56
6160,03:27:57
6161,03:27:57
6162,03:27:57
6163,03:27:57
6164,03:27:57
6165,03:27:57
6166,03:27:57
6167,03:27:58
6168,03:27:58
6169,03:27:58
6170,03:27:58
6171,03:27:58
6172,03:27:58
6173,03:27:58
6174,03:27:58
6175,03:27:58
6176,03:27:59
6177,03:27:59
6178,03:27:59
6179,03:28:00
6180,03:28:00
6181,03:28:00
6182,03:28:00
6183,03:28:00
6184,03:28:00
6185,03:28:00
6186,03:28:01
6187,03:28:01
6188,03:28:01
6189,03:28:01
6190,03:28:01
6191,03:28:01
6192,03:28:02
6193,03:28:02
6194,03:28:03
6195,03:28:03
6196,03:28:03
6197,03:28:03
6198,03:28:03
6199,03:28:03
6200,03:28:03
6201,03:28:04
6202,03:28:04
6203,03:28:04
6204,03:28:04
6205,03:28:05
6206,03:28:05
6207,03:28:05
6208,03:28:05
6209,03:28:05
6210,03:28:05
6211,03:28:05
6212,03:28:05
6213,03:28:06
6214,03:28:06
6215,03:28:07
6216,03:28:07
6217,03:28:07
6218,03:28:07
6219,03:28:07
6220,03:28:08
6221,03:28:08
6222,03:28:08
6223,03:28:08
6224,03:28:08
6225,03:28:08
6226,03:28:09
6227,03:28:09
6228,03:28:09
6229,03:28:09
6230,03:28:10
6231,03:28:10
6232,03:28:10
6233,03:28:10
6234,03:28:10
6235,03:28:10
6236,03:28:10
6237,03:28:11
6238,03:28:11
6239,03:28:11
6240,03:28:11
6241,03:28:12
6242,03:28:12
6243,03:28:12
6244,03:28:12
6245,03:28:13
6246,03:28:14
6247,03:28:14
6248,03:28:14
6249,03:28:14
6250,03:28:14
6251,03:28:14
6252,03:28:15
6253,03:28:15
6254,03:28:15
6255,03:28:15
6256,03:28:15
6257,03:28:16
6258,03:28:16
6259,03:28:16
6260,03:28:16
6261,03:28:17
6262,03:28:17
6263,03:28:17
6264,03:28:17
6265,03:28:17
6266,03:28:18
6267,03:28:18
6268,03:28:18
6269,03:28:18
6270,03:28:18
6271,03:28:18
6272,03:28:18
6273,03:28:18
6274,03:28:19
6275,03:28:19
6276,03:28:19
6277,03:28:19
6278,03:28:20
6279,03:28:20
6280,03:28:20
6281,03:28:20
6282,03:28:20
6283,03:28:20
6284,03:28:20
6285,03:28:21
6286,03:28:21
6287,03:28:21
6288,03:28:21
6289,03:28:21
6290,03:28:21
6291,03:28:21
6292,03:28:22
6293,03:28:22
6294,03:28:22
6295,03:28:22
6296,03:28:22
6297,03:28:22
6298,03:28:23
6299,03:28:23
6300,03:28:23
6301,03:28:23
6302,03:28:23
6303,03:28:23
6304,03:28:23
6305,03:28:23
6306,03:28:23
6307,03:28:23
6308,03:28:24
6309,03:28:24
6310,03:28:24
6311,03:28:24
6312,03:28:24
6313,03:28:25
6314,03:28:25
6315,03:28:25
6316,03:28:25
6317,03:28:25
6318,03:28:25
6319,03:28:25
6320,03:28:25
6321,03:28:25
6322,03:28:25
6323,03:28:25
6324,03:28:26
6325,03:28:26
6326,03:28:26
6327,03:28:26
6328,03:28:26
6329,03:28:26
6330,03:28:26
6331,03:28:26
6332,03:28:27
6333,03:28:27
6334,03:28:27
6335,03:28:27
6336,03:28:27
6337,03:28:27
6338,03:28:27
6339,03:28:28
6340,03:28:28
6341,03:28:29
6342,03:28:29
6343,03:28:29
6344,03:28:29
6345,03:28:29
6346,03:28:30
6347,03:28:30
6348,03:28:30
6349,03:28:30
6350,03:28:30
6351,03:28:30
6352,03:28:30
6353,03:28:30
6354,03:28:31
6355,03:28:31
6356,03:28:31
6357,03:28:31
6358,03:28:31
6359,03:28:31
6360,03:28:32
6361,03:28:32
6362,03:28:32
6363,03:28:33
6364,03:28:33
6365,03:28:33
6366,03:28:33
6367,03:28:33
6368,03:28:34
6369,03:28:34
6370,03:28:35
6371,03:28:35
6372,03:28:35
6373,03:28:35
6374,03:28:36
6375,03:28:36
6376,03:28:37
6377,03:28:37
6378,03:28:37
6379,03:28:37
6380,03:28:38
6381,03:28:38
6382,03:28:38
6383,03:28:38
6384,03:28:38
6385,03:28:38
6386,03:28:38
6387,03:28:39
6388,03:28:39
6389,03:28:39
6390,03:28:40
6391,03:28:40
6392,03:28:40
6393,03:28:40
6394,03:28:40
6395,03:28:40
6396,03:28:41
6397,03:28:41
6398,03:28:41
6399,03:28:41
6400,03:28:41
6401,03:28:41
6402,03:28:42
6403,03:28:42
6404,03:28:42
6405,03:28:42
6406,03:28:43
6407,03:28:43
6408,03:28:43
6409,03:28:43
6410,03:28:44
6411,03:28:45
6412,03:28:45
6413,03:28:45
6414,03:28:45
6415,03:28:45
6416,03:28:45
6417,03:28:45
6418,03:28:46
6419,03:28:46
6420,03:28:46
6421,03:28:46
6422,03:28:46
6423,03:28:47
6424,03:28:47
6425,03:28:47
6426,03:28:48
6427,03:28:48
6428,03:28:48
6429,03:28:48
6430,03:28:48
6431,03:28:48
6432,03:28:48
6433,03:28:48
6434,03:28:49
6435,03:28:49
6436,03:28:49
6437,03:28:49
6438,03:28:49
6439,03:28:50
6440,03:28:50
6441,03:28:50
6442,03:28:50
6443,03:28:50
6444,03:28:50
6445,03:28:50
6446,03:28:50
6447,03:28:50
6448,03:28:51
6449,03:28:51
6450,03:28:51
6451,03:28:51
6452,03:28:51
6453,03:28:52
6454,03:28:52
6455,03:28:52
6456,03:28:52
6457,03:28:52
6458,03:28:52
6459,03:28:52
6460,03:28:53
6461,03:28:53
6462,03:28:53
6463,03:28:53
6464,03:28:53
6465,03:28:53
6466,03:28:54
6467,03:28:54
6468,03:28:55
6469,03:28:55
6470,03:28:55
6471,03:28:56
6472,03:28:56
6473,03:28:56
6474,03:28:56
6475,03:28:56
6476,03:28:57
6477,03:28:57
6478,03:28:57
6479,03:28:57
6480,03:28:57
6481,03:28:57
6482,03:28:57
6483,03:28:57
6484,03:28:58
6485,03:28:58
6486,03:28:58
6487,03:28:58
6488,03:28:58
6489,03:28:58
6490,03:28:58
6491,03:28:59
6492,03:28:59
6493,03:28:59
6494,03:28:59
6495,03:28:59
6496,03:28:59
6497,03:28:59
6498,03:28:59
6499,03:28:59
6500,03:28:59
6501,03:29:00
6502,03:29:00
6503,03:29:00
6504,03:29:01
6505,03:29:01
6506,03:29:01
6507,03:29:02
6508,03:29:02
6509,03:29:02
6510,03:29:02
6511,03:29:02
6512,03:29:03
6513,03:29:03
6514,03:29:03
6515,03:29:03
6516,03:29:03
6517,03:29:03
6518,03:29:03
6519,03:29:03
6520,03:29:04
6521,03:29:04
6522,03:29:04
6523,03:29:04
6524,03:29:05
6525,03:29:05
6526,03:29:05
6527,03:29:05
6528,03:29:05
6529,03:29:05
6530,03:29:05
6531,03:29:05
6532,03:29:06
6533,03:29:06
6534,03:29:06
6535,03:29:06
6536,03:29:06
6537,03:29:06
6538,03:29:07
6539,03:29:07
6540,03:29:07
6541,03:29:07
6542,03:29:07
6543,03:29:08
6544,03:29:08
6545,03:29:08
6546,03:29:08
6547,03:29:08
6548,03:29:08
6549,03:29:09
6550,03:29:09
6551,03:29:09
6552,03:29:09
6553,03:29:09
6554,03:29:10
6555,03:29:10
6556,03:29:10
6557,03:29:10
6558,03:29:10
6559,03:29:10
6560,03:29:10
6561,03:29:11
6562,03:29:11
6563,03:29:11
6564,03:29:11
6565,03:29:11
6566,03:29:12
6567,03:29:12
6568,03:29:12
6569,03:29:12
6570,03:29:13
6571,03:29:13
6572,03:29:13
6573,03:29:13
6574,03:29:14
6575,03:29:14
6576,03:29:14
6577,03:29:14
6578,03:29:14
6579,03:29:15
6580,03:29:15
6581,03:29:15
6582,03:29:15
6583,03:29:15
6584,03:29:15
6585,03:29:15
6586,03:29:16
6587,03:29:16
6588,03:29:17
6589,03:29:17
6590,03:29:17
6591,03:29:17
6592,03:29:17
6593,03:29:18
6594,03:29:18
6595,03:29:18
6596,03:29:18
6597,03:29:18
6598,03:29:18
6599,03:29:18
6600,03:29:18
6601,03:29:18
6602,03:29:18
6603,03:29:19
6604,03:29:19
6605,03:29:19
6606,03:29:19
6607,03:29:19
6608,03:29:19
6609,03:29:19
6610,03:29:19
6611,03:29:20
6612,03:29:20
6613,03:29:20
6614,03:29:20
6615,03:29:20
6616,03:29:21
6617,03:29:21
6618,03:29:21
6619,03:29:21
6620,03:29:21
6621,03:29:21
6622,03:29:22
6623,03:29:22
6624,03:29:22
6625,03:29:22
6626,03:29:22
6627,03:29:22
6628,03:29:23
6629,03:29:23
6630,03:29:23
6631,03:29:23
6632,03:29:23
6633,03:29:24
6634,03:29:24
6635,03:29:24
6636,03:29:24
6637,03:29:24
6638,03:29:24
6639,03:29:25
6640,03:29:25
6641,03:29:25
6642,03:29:25
6643,03:29:25
6644,03:29:26
6645,03:29:26
6646,03:29:26
6647,03:29:26
6648,03:29:26
6649,03:29:27
6650,03:29:27
6651,03:29:27
6652,03:29:27
6653,03:29:27
6654,03:29:27
6655,03:29:27
6656,03:29:28
6657,03:29:28
6658,03:29:28
6659,03:29:29
6660,03:29:29
6661,03:29:29
6662,03:29:29
6663,03:29:29
6664,03:29:29
6665,03:29:30
6666,03:29:30
6667,03:29:30
6668,03:29:30
6669,03:29:30
6670,03:29:30
6671,03:29:30
6672,03:29:30
6673,03:29:30
6674,03:29:30
6675,03:29:31
6676,03:29:31
6677,03:29:31
6678,03:29:31
6679,03:29:31
6680,03:29:31
6681,03:29:31
6682,03:29:32
6683,03:29:32
6684,03:29:32
6685,03:29:32
6686,03:29:32
6687,03:29:32
6688,03:29:33
6689,03:29:33
6690,03:29:33
6691,03:29:33
6692,03:29:34
6693,03:29:34
6694,03:29:34
6695,03:29:34
6696,03:29:34
6697,03:29:34
6698,03:29:34
6699,03:29:34
6700,03:29:34
6701,03:29:34
6702,03:29:34
6703,03:29:35
6704,03:29:35
6705,03:29:35
6706,03:29:35
6707,03:29:35
6708,03:29:35
6709,03:29:35
6710,03:29:35
6711,03:29:35
6712,03:29:36
6713,03:29:36
6714,03:29:36
6715,03:29:36
6716,03:29:36
6717,03:29:36
6718,03:29:36
6719,03:29:36
6720,03:29:36
6721,03:29:37
6722,03:29:37
6723,03:29:37
6724,03:29:37
6725,03:29:37
6726,03:29:37
6727,03:29:37
6728,03:29:37
6729,03:29:37
6730,03:29:37
6731,03:29:38
6732,03:29:38
6733,03:29:38
6734,03:29:39
6735,03:29:39
6736,03:29:39
6737,03:29:39
6738,03:29:39
6739,03:29:39
6740,03:29:39
6741,03:29:39
6742,03:29:39
6743,03:29:39
6744,03:29:39
6745,03:29:40
6746,03:29:40
6747,03:29:40
6748,03:29:40
6749,03:29:41
6750,03:29:41
6751,03:29:41
6752,03:29:41
6753,03:29:41
6754,03:29:41
6755,03:29:41
6756,03:29:41
6757,03:29:42
6758,03:29:42
6759,03:29:42
6760,03:29:42
6761,03:29:43
6762,03:29:43
6763,03:29:43
6764,03:29:43
6765,03:29:44
6766,03:29:44
6767,03:29:44
6768,03:29:44
6769,03:29:44
6770,03:29:45
6771,03:29:45
6772,03:29:45
6773,03:29:45
6774,03:29:45
6775,03:29:45
6776,03:29:46
6777,03:29:46
6778,03:29:46
6779,03:29:46
6780,03:29:46
6781,03:29:46
6782,03:29:46
6783,03:29:47
6784,03:29:47
6785,03:29:47
6786,03:29:48
6787,03:29:48
6788,03:29:48
6789,03:29:48
6790,03:29:49
6791,03:29:49
6792,03:29:49
6793,03:29:49
6794,03:29:49
6795,03:29:50
6796,03:29:50
6797,03:29:50
6798,03:29:50
6799,03:29:50
6800,03:29:50
6801,03:29:50
6802,03:29:50
6803,03:29:51
6804,03:29:51
6805,03:29:51
6806,03:29:51
6807,03:29:52
6808,03:29:52
6809,03:29:52
6810,03:29:52
6811,03:29:52
6812,03:29:52
6813,03:29:52
6814,03:29:53
6815,03:29:53
6816,03:29:54
6817,03:29:54
6818,03:29:54
6819,03:29:54
6820,03:29:55
6821,03:29:55
6822,03:29:56
6823,03:29:57
6824,03:29:57
6825,03:29:57
6826,03:29:57
6827,03:29:57
6828,03:29:57
6829,03:29:58
6830,03:29:58
6831,03:29:58
6832,03:29:58
6833,03:29:58
6834,03:29:58
6835,03:29:58
6836,03:29:58
6837,03:29:59
6838,03:29:59
6839,03:29:59
6840,03:29:59
6841,03:29:59
6842,03:30:00
6843,03:30:00
6844,03:30:00
6845,03:30:00
6846,03:30:00
6847,03:30:00
6848,03:30:00
6849,03:30:00
6850,03:30:01
6851,03:30:01
6852,03:30:01
6853,03:30:01
6854,03:30:01
6855,03:30:02
6856,03:30:02
6857,03:30:02
6858,03:30:02
6859,03:30:02
6860,03:30:02
6861,03:30:03
6862,03:30:03
6863,03:30:03
6864,03:30:03
6865,03:30:03
6866,03:30:03
6867,03:30:03
6868,03:30:03
6869,03:30:04
6870,03:30:04
6871,03:30:04
6872,03:30:04
6873,03:30:05
6874,03:30:05
6875,03:30:05
6876,03:30:05
6877,03:30:05
6878,03:30:06
6879,03:30:06
6880,03:30:06
6881,03:30:06
6882,03:30:06
6883,03:30:06
6884,03:30:06
6885,03:30:06
6886,03:30:06
6887,03:30:07
6888,03:30:07
6889,03:30:07
6890,03:30:07
6891,03:30:07
6892,03:30:07
6893,03:30:07
6894,03:30:07
6895,03:30:08
6896,03:30:08
6897,03:30:08
6898,03:30:08
6899,03:30:09
6900,03:30:09
6901,03:30:09
6902,03:30:09
6903,03:30:10
6904,03:30:10
6905,03:30:10
6906,03:30:10
6907,03:30:10
6908,03:30:10
6909,03:30:10
6910,03:30:11
6911,03:30:11
6912,03:30:11
6913,03:30:11
6914,03:30:11
6915,03:30:12
6916,03:30:12
6917,03:30:12
6918,03:30:12
6919,03:30:12
6920,03:30:12
6921,03:30:12
6922,03:30:13
6923,03:30:13
6924,03:30:14
6925,03:30:14
6926,03:30:14
6927,03:30:15
6928,03:30:15
6929,03:30:15
6930,03:30:15
6931,03:30:15
6932,03:30:16
6933,03:30:16
6934,03:30:16
6935,03:30:16
6936,03:30:17
6937,03:30:17
6938,03:30:18
6939,03:30:18
6940,03:30:18
6941,03:30:18
6942,03:30:19
6943,03:30:19
6944,03:30:19
6945,03:30:19
6946,03:30:19
6947,03:30:19
6948,03:30:20
6949,03:30:20
6950,03:30:20
6951,03:30:20
6952,03:30:21
6953,03:30:21
6954,03:30:21
6955,03:30:21
6956,03:30:21
6957,03:30:21
6958,03:30:22
6959,03:30:23
6960,03:30:23
6961,03:30:23
6962,03:30:23
6963,03:30:24
6964,03:30:24
6965,03:30:24
6966,03:30:24
6967,03:30:25
6968,03:30:25
6969,03:30:25
6970,03:30:25
6971,03:30:26
6972,03:30:26
6973,03:30:26
6974,03:30:26
6975,03:30:26
6976,03:30:26
6977,03:30:26
6978,03:30:26
6979,03:30:27
6980,03:30:27
6981,03:30:28
6982,03:30:28
6983,03:30:28
6984,03:30:28
6985,03:30:28
6986,03:30:28
6987,03:30:28
6988,03:30:28
6989,03:30:28
6990,03:30:28
6991,03:30:29
6992,03:30:29
6993,03:30:29
6994,03:30:30
6995,03:30:30
6996,03:30:30
6997,03:30:30
6998,03:30:30
6999,03:30:30
7000,03:30:31
7001,03:30:31
7002,03:30:32
7003,03:30:32
7004,03:30:33
7005,03:30:33
7006,03:30:33
7007,03:30:33
7008,03:30:34
7009,03:30:34
7010,03:30:34
7011,03:30:34
7012,03:30:34
7013,03:30:34
7014,03:30:34
7015,03:30:35
7016,03:30:35
7017,03:30:35
7018,03:30:35
7019,03:30:36
7020,03:30:36
7021,03:30:37
7022,03:30:37
7023,03:30:37
7024,03:30:37
7025,03:30:38
7026,03:30:38
7027,03:30:38
7028,03:30:38
7029,03:30:38
7030,03:30:38
7031,03:30:38
7032,03:30:38
7033,03:30:39
7034,03:30:39
7035,03:30:39
7036,03:30:39
7037,03:30:40
7038,03:30:40
7039,03:30:40
7040,03:30:40
7041,03:30:40
7042,03:30:40
7043,03:30:40
7044,03:30:40
7045,03:30:41
7046,03:30:41
7047,03:30:42
7048,03:30:42
7049,03:30:42
7050,03:30:42
7051,03:30:42
7052,03:30:42
7053,03:30:42
7054,03:30:42
7055,03:30:43
7056,03:30:43
7057,03:30:43
7058,03:30:43
7059,03:30:43
7060,03:30:43
7061,03:30:44
7062,03:30:44
7063,03:30:44
7064,03:30:44
7065,03:30:44
7066,03:30:45
7067,03:30:45
7068,03:30:45
7069,03:30:45
7070,03:30:45
7071,03:30:45
7072,03:30:45
7073,03:30:45
7074,03:30:45
7075,03:30:46
7076,03:30:46
7077,03:30:46
7078,03:30:46
7079,03:30:46
7080,03:30:47
7081,03:30:47
7082,03:30:47
7083,03:30:47
7084,03:30:47
7085,03:30:47
7086,03:30:47
7087,03:30:47
7088,03:30:47
7089,03:30:48
7090,03:30:48
7091,03:30:48
7092,03:30:48
7093,03:30:48
7094,03:30:49
7095,03:30:49
7096,03:30:49
7097,03:30:49
7098,03:30:49
7099,03:30:49
7100,03:30:50
7101,03:30:50
7102,03:30:50
7103,03:30:50
7104,03:30:50
7105,03:30:50
7106,03:30:51
7107,03:30:51
7108,03:30:51
7109,03:30:51
7110,03:30:51
7111,03:30:51
7112,03:30:52
7113,03:30:52
7114,03:30:52
7115,03:30:52
7116,03:30:52
7117,03:30:52
7118,03:30:52
7119,03:30:52
7120,03:30:52
7121,03:30:53
7122,03:30:53
7123,03:30:53
7124,03:30:54
7125,03:30:54
7126,03:30:54
7127,03:30:54
7128,03:30:55
7129,03:30:55
7130,03:30:56
7131,03:30:56
7132,03:30:56
7133,03:30:57
7134,03:30:57
7135,03:30:57
7136,03:30:57
7137,03:30:57
7138,03:30:57
7139,03:30:57
7140,03:30:58
7141,03:30:58
7142,03:30:58
7143,03:30:58
7144,03:30:58
7145,03:30:59
7146,03:30:59
7147,03:31:00
7148,03:31:01
7149,03:31:01
7150,03:31:01
7151,03:31:01
7152,03:31:01
7153,03:31:02
7154,03:31:02
7155,03:31:02
7156,03:31:02
7157,03:31:02
7158,03:31:02
7159,03:31:02
7160,03:31:02
7161,03:31:02
7162,03:31:02
7163,03:31:03
7164,03:31:03
7165,03:31:03
7166,03:31:03
7167,03:31:03
7168,03:31:03
7169,03:31:04
7170,03:31:04
7171,03:31:04
7172,03:31:04
7173,03:31:04
7174,03:31:04
7175,03:31:04
7176,03:31:04
7177,03:31:04
7178,03:31:05
7179,03:31:05
7180,03:31:05
7181,03:31:05
7182,03:31:05
7183,03:31:05
7184,03:31:05
7185,03:31:05
7186,03:31:06
7187,03:31:06
7188,03:31:06
7189,03:31:06
7190,03:31:07
7191,03:31:07
7192,03:31:07
7193,03:31:07
7194,03:31:08
7195,03:31:08
7196,03:31:08
7197,03:31:08
7198,03:31:08
7199,03:31:08
7200,03:31:09
7201,03:31:09
7202,03:31:09
7203,03:31:09
7204,03:31:09
7205,03:31:10
7206,03:31:10
7207,03:31:11
7208,03:31:11
7209,03:31:11
7210,03:31:11
7211,03:31:11
7212,03:31:12
7213,03:31:12
7214,03:31:12
7215,03:31:12
7216,03:31:12
7217,03:31:13
7218,03:31:13
7219,03:31:13
7220,03:31:14
7221,03:31:14
7222,03:31:15
7223,03:31:15
7224,03:31:15
7225,03:31:16
7226,03:31:16
7227,03:31:16
7228,03:31:16
7229,03:31:16
7230,03:31:16
7231,03:31:16
7232,03:31:16
7233,03:31:16
7234,03:31:17
7235,03:31:17
7236,03:31:17
7237,03:31:18
7238,03:31:18
7239,03:31:18
7240,03:31:18
7241,03:31:18
7242,03:31:19
7243,03:31:19
7244,03:31:19
7245,03:31:20
7246,03:31:20
7247,03:31:21
7248,03:31:21
7249,03:31:21
7250,03:31:21
7251,03:31:21
7252,03:31:22
7253,03:31:22
7254,03:31:22
7255,03:31:22
7256,03:31:23
7257,03:31:23
7258,03:31:23
7259,03:31:25
7260,03:31:25
7261,03:31:25
7262,03:31:26
7263,03:31:26
7264,03:31:26
7265,03:31:26
7266,03:31:26
7267,03:31:26
7268,03:31:26
7269,03:31:26
7270,03:31:26
7271,03:31:26
7272,03:31:26
7273,03:31:26
7274,03:31:27
7275,03:31:27
7276,03:31:27
7277,03:31:27
7278,03:31:28
7279,03:31:28
7280,03:31:28
7281,03:31:28
7282,03:31:28
7283,03:31:28
7284,03:31:29
7285,03:31:29
7286,03:31:29
7287,03:31:29
7288,03:31:29
7289,03:31:29
7290,03:31:30
7291,03:31:31
7292,03:31:31
7293,03:31:31
7294,03:31:31
7295,03:31:31
7296,03:31:31
7297,03:31:32
7298,03:31:32
7299,03:31:32
7300,03:31:32
7301,03:31:33
7302,03:31:34
7303,03:31:34
7304,03:31:34
7305,03:31:35
7306,03:31:35
7307,03:31:35
7308,03:31:35
7309,03:31:35
7310,03:31:36
7311,03:31:36
7312,03:31:36
7313,03:31:36
7314,03:31:36
7315,03:31:36
7316,03:31:37
7317,03:31:37
7318,03:31:38
7319,03:31:38
7320,03:31:38
7321,03:31:39
7322,03:31:39
7323,03:31:39
7324,03:31:39
7325,03:31:39
7326,03:31:39
7327,03:31:40
7328,03:31:40
7329,03:31:40
7330,03:31:40
7331,03:31:41
7332,03:31:41
7333,03:31:41
7334,03:31:42
7335,03:31:42
7336,03:31:42
7337,03:31:43
7338,03:31:43
7339,03:31:43
7340,03:31:43
7341,03:31:44
7342,03:31:44
7343,03:31:44
7344,03:31:44
7345,03:31:44
7346,03:31:44
7347,03:31:45
7348,03:31:45
7349,03:31:45
7350,03:31:45
7351,03:31:46
7352,03:31:46
7353,03:31:46
7354,03:31:46
7355,03:31:46
7356,03:31:46
7357,03:31:46
7358,03:31:46
7359,03:31:46
7360,03:31:46
7361,03:31:47
7362,03:31:47
7363,03:31:47
7364,03:31:47
7365,03:31:48
7366,03:31:48
7367,03:31:48
7368,03:31:48
7369,03:31:48
7370,03:31:48
7371,03:31:49
7372,03:31:49
7373,03:31:49
7374,03:31:49
7375,03:31:49
7376,03:31:50
7377,03:31:50
7378,03:31:50
7379,03:31:50
7380,03:31:50
7381,03:31:51
7382,03:31:51
7383,03:31:51
7384,03:31:51
7385,03:31:52
7386,03:31:52
7387,03:31:52
7388,03:31:52
7389,03:31:52
7390,03:31:53
7391,03:31:53
7392,03:31:53
7393,03:31:54
7394,03:31:54
7395,03:31:54
7396,03:31:54
7397,03:31:55
7398,03:31:55
7399,03:31:55
7400,03:31:55
7401,03:31:55
7402,03:31:55
7403,03:31:55
7404,03:31:56
7405,03:31:56
7406,03:31:56
7407,03:31:57
7408,03:31:57
7409,03:31:57
7410,03:31:57
7411,03:31:57
7412,03:31:57
7413,03:31:57
7414,03:31:57
7415,03:31:57
7416,03:31:57
7417,03:31:58
7418,03:31:58
7419,03:31:58
7420,03:31:58
7421,03:31:59
7422,03:31:59
7423,03:31:59
7424,03:32:00
7425,03:32:00
7426,03:32:01
7427,03:32:01
7428,03:32:01
7429,03:32:02
7430,03:32:02
7431,03:32:02
7432,03:32:02
7433,03:32:02
7434,03:32:02
7435,03:32:03
7436,03:32:03
7437,03:32:04
7438,03:32:04
7439,03:32:04
7440,03:32:04
7441,03:32:04
7442,03:32:05
7443,03:32:05
7444,03:32:06
7445,03:32:06
7446,03:32:07
7447,03:32:07
7448,03:32:07
7449,03:32:07
7450,03:32:08
7451,03:32:08
7452,03:32:08
7453,03:32:08
7454,03:32:08
7455,03:32:09
7456,03:32:09
7457,03:32:09
7458,03:32:09
7459,03:32:09
7460,03:32:10
7461,03:32:10
7462,03:32:10
7463,03:32:10
7464,03:32:10
7465,03:32:10
7466,03:32:10
7467,03:32:10
7468,03:32:11
7469,03:32:11
7470,03:32:11
7471,03:32:11
7472,03:32:11
7473,03:32:11
7474,03:32:12
7475,03:32:12
7476,03:32:12
7477,03:32:13
7478,03:32:13
7479,03:32:13
7480,03:32:13
7481,03:32:13
7482,03:32:14
7483,03:32:14
7484,03:32:14
7485,03:32:14
7486,03:32:14
7487,03:32:14
7488,03:32:14
7489,03:32:15
7490,03:32:15
7491,03:32:15
7492,03:32:15
7493,03:32:15
7494,03:32:15
7495,03:32:15
7496,03:32:15
7497,03:32:16
7498,03:32:16
7499,03:32:16
7500,03:32:16
7501,03:32:16
7502,03:32:16
7503,03:32:16
7504,03:32:16
7505,03:32:16
7506,03:32:17
7507,03:32:17
7508,03:32:17
7509,03:32:17
